"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"7765","saquen","take out","5.2","1.4286"
"7766","excmo","excmo","5.2","1.2936"
"7767","bolas","balls","5.2","1.2289"
"7768","daban","gave","5.2","1.4286"
"7769","ad","ad","5.2","1.2778"
"7770","mc","mc","5.2","1.3553"
"7771","#el2012prometo","# El2012prometo","5.2","1.5119"
"7772","administrativa","administrative","5.2","1.6782"
"7773","general","general","5.2","1.3997"
"7774","ee","ee","5.2","1.2122"
"7775","gabinete","cabinet","5.2","1.2289"
"7776","directioners","directioners","5.2","1.8406"
"7777","guardia","guard","5.18","1.4097"
"7778","tem","tem","5.18","1.1726"
"7779","tasas","rates","5.18","1.2567"
"7780","roo","roo","5.18","0.7475"
"7781","situacion","situation","5.18","1.1726"
"7782","-p","-P","5.18","1.1373"
"7783","did","did","5.18","1.1899"
"7784","marcado","marked","5.18","1.2567"
"7785","vendedor","seller","5.18","1.4097"
"7786","bla","bla","5.18","1.1192"
"7787","seus","seus","5.18","1.0631"
"7788","tomados","taken","5.18","1.3354"
"7789","despacho","office","5.18","1.4384"
"7790","mae","mae","5.18","1.1008"
"7791","quizas","maybe","5.18","1.3805"
"7792","intervenir","intervene","5.18","1.4241"
"7793","gestion","management","5.18","1.2728"
"7794","obama","obama","5.18","1.8371"
"7795","folio","folio","5.18","1.0437"
"7796","saca","takes","5.18","1.1726"
"7797","estatal","state","5.18","1.3354"
"7798","karma","karma","5.18","2.1255"
"7799","hallaca","hallaca","5.18","0.8254"
"7800","religiosa","nun","5.18","2.173"
"7801","minas","mines","5.18","1.9345"
"7802","¡qué","What","5.18","1.1192"
"7803","¿cómo","How","5.18","1.1008"
"7804","densidad","density","5.18","1.024"
"7805","ene","Jan","5.18","1.0437"
"7806","á","to","5.18","0.7475"
"7807","banca","banking","5.18","1.1551"
"7808","negros","black","5.18","1.6374"
"7809","coisas","coisas","5.18","1.1373"
"7810","sm","sm","5.18","0.8497"
"7811","manda","sends","5.18","1.3045"
"7812","its","its","5.18","1.0631"
"7813","dor","dor","5.18","1.2567"
"7814","technorati","technorati","5.18","1.2403"
"7815","ds","ds","5.18","1.32"
"7816","else","else","5.18","1.1899"
"7817","discurso","speech","5.18","1.6744"
"7818","terms","terms","5.18","1.1192"
"7819","casos","cases","5.18","1.0631"
"7820","israel","Israel","5.18","1.6499"
"7821","venía","came","5.18","1.1192"
"7822","bajar","lower","5.18","1.2403"
"7823","captura","capture","5.18","1.8811"
"7824","fondo","background","5.18","1.5211"
"7825","cabildo","chapter","5.18","1.3354"
"7826","chama","chama","5.18","1.3506"
"7827","pss","pss","5.18","1.2567"
"7828","sanitarios","health","5.18","1.5996"
"7829","ever","ever","5.18","1.4803"
"7830","comerciales","commercial","5.18","1.6374"
"7831","mai","mai","5.18","1.2237"
"7832","girona","girona","5.18","1.1373"
"7833","xii","xii","5.18","0.9833"
"7834","préstamo","loan","5.16","1.7538"
"7835","b","b","5.16","0.9116"
"7836","copias","copies","5.16","1.2675"
"7837","ho","ho","5.16","1.1843"
"7838","echando","casting","5.16","1.3903"
"7839","uribe","uribe","5.16","1.0759"
"7840","meus","meus","5.16","0.9971"
"7841","circunstancia","circumstance","5.16","0.9765"
"7842","sor","Sister","5.16","1.1669"
"7843","segun","according","5.16","0.8172"
"7844","jurisprudencia","jurisprudence","5.16","1.5826"
"7845","luchas","struggles","5.16","1.7304"
"7846","ej","eg","5.16","0.9553"
"7847","pardo","brown","5.16","1.0568"
"7848","subsistencia","subsistence","5.16","1.8775"
"7849","daqui","daqui","5.16","0.6503"
"7850","deu","debt","5.16","1.2349"
"7851","jelena","jelena","5.16","1.1493"
"7852","jonas","jonas","5.16","1.1669"
"7853","despues","after","5.16","1.2835"
"7854","masas","masses","5.16","1.1843"
"7855","lovato","lovato","5.16","1.5696"
"7856","menores","minor","5.16","1.2993"
"7857","por","by","5.16","0.6809"
"7858","aver","aver","5.16","1.3456"
"7859","desde","from","5.16","0.8172"
"7860","shes","shes","5.16","1.2513"
"7861","sai","sai","5.16","0.5481"
"7862","regulación","regulation","5.16","1.2835"
"7863","what","what","5.16","1.0947"
"7864","quedaron","were","5.16","1.0373"
"7865","instancias","instances","5.16","1.3149"
"7866","decreto","decree","5.16","1.2675"
"7867","kms","kms","5.16","1.4337"
"7868","vontade","vontade","5.16","1.1132"
"7869","dond","dond","5.16","0.7384"
"7870","como","as","5.16","0.7384"
"7871","haria","would do","5.16","0.8418"
"7872","huelva","Huelva","5.16","1.1314"
"7873","*w*","* W *","5.16","1.8446"
"7874","tenho","tenho","5.16","1.0174"
"7875","ai","ai","5.16","1.4194"
"7876","permalink","permalink","5.16","1.1314"
"7877","ainda","ainda","5.16","1.1669"
"7878","sacar","take","5.16","1.1669"
"7879","l","l","5.16","1.0568"
"7880","fenómenos","phenomena","5.16","1.5826"
"7881","apartado","paragraph","5.16","1.4896"
"7882","sp","sp","5.16","1.1843"
"7883","uniforme","uniform","5.16","1.5434"
"7884","tuvieron","had","5.16","1.2835"
"7885","judíos","Jews","5.16","1.5167"
"7886","am","am","5.16","1.5301"
"7887","quinta","fifth","5.16","1.3303"
"7888","melilla","Melilla","5.16","0.9337"
"7889","¡el","The","5.16","0.9971"
"7890","lml","lml","5.16","1.4194"
"7891","before","before","5.16","0.9971"
"7892","¿tu","Does your","5.14","1.3095"
"7893","volta","volta","5.14","1.3999"
"7894","decis","decis","5.14","0.9037"
"7895","cruz","cross","5.14","1.4848"
"7896","enfrentar","face","5.14","1.6538"
"7897","¿quién","Who","5.14","1.0304"
"7898","pico","peak","5.14","0.8809"
"7899","sombra","shadow","5.14","1.457"
"7900","qui","qui","5.14","1.1068"
"7901","señaló","noted","5.14","0.926"
"7902","cap","cap","5.14","0.926"
"7903","lleida","lleida","5.14","0.926"
"7904","empero","however","5.14","1.143"
"7905","pretensiones","claims","5.14","1.9274"
"7906","estuviera","were","5.14","1.143"
"7907","onde","onde","5.14","1.2938"
"7908","provisional","provisional","5.14","1.1782"
"7909","trataba","was","5.14","1.1068"
"7910","repetir","repeat","5.14","1.3704"
"7911","saudades","homesickness","5.14","0.9691"
"7912","vou","vou","5.14","0.9691"
"7913","amanhã","amanhã","5.14","1.4144"
"7914","al","to the","5.14","0.6392"
"7915","ax","ax","5.14","0.9691"
"7916","joomla","joomla","5.14","1.0882"
"7917","negras","Black","5.14","1.4984"
"7918","justificación","justification","5.14","1.3095"
"7919","ente","entity","5.14","1.0104"
"7920","espada","sword","5.14","1.578"
"7921","liam","liam","5.14","1.3999"
"7922","who","who","5.14","0.8332"
"7923","ponía","put","5.14","1.1608"
"7924","seu","seu","5.14","1.143"
"7925","praia","praia","5.14","1.05"
"7926","sacude","shakes","5.14","1.1954"
"7927","siquiera","at least","5.14","0.9899"
"7928","mu","mu","5.14","1.2456"
"7929","ara","ara","5.14","1.0304"
"7930","cualquiera","any","5.14","1.2779"
"7931","doña","Dona","5.14","1.512"
"7932","ñ","ñ","5.14","0.8574"
"7933","tarragona","Tarragona","5.14","1.1608"
"7934","ro","ro","5.14","0.5718"
"7935","#np","# Np","5.14","1.3852"
"7936","tas","tas","5.14","0.9899"
"7937","solos","alone","5.14","1.9274"
"7938","eclesiástico","ecclesiastical","5.14","1.8845"
"7939","nem","nem","5.14","1.143"
"7940","reserved","reserved","5.14","1.1782"
"7941","ibid","ibid","5.14","1.0104"
"7942","nesse","nesse","5.14","1.2124"
"7943","Ávila","Avila","5.14","1.2291"
"7944","deberá","should","5.14","1.3704"
"7945","pelos","hairs","5.12","1.4658"
"7946","copia","copy","5.12","1.3649"
"7947","pagos","payments","5.12","2.2735"
"7948","ta","ta","5.12","0.9179"
"7949","molt","molt","5.12","1.1183"
"7950","#hedicho","# Hedicho","5.12","1.7571"
"7951","cargar","load","5.12","1.5205"
"7952","cuestiones","issues","5.12","1.1891"
"7953","galego","Galician","5.12","1.0622"
"7954","normas","standards","5.12","1.507"
"7955","ceuta","Ceuta","5.12","0.8722"
"7956","del","the","5.12","0.5938"
"7957","bong","bong","5.12","1.1891"
"7958","mod","mod","5.12","0.9179"
"7959","assim","assim","5.12","0.7461"
"7960","ago","ago","5.12","1.2558"
"7961","ocurrido","occurred","5.12","1.2879"
"7962","gregorio","gregory","5.12","0.9179"
"7963","necesidades","needs","5.12","1.2558"
"7964","pues","for","5.12","0.9613"
"7965","chavez","chavez","5.12","1.4934"
"7966","vd","vd","5.12","1.3649"
"7967","institucional","institutional","5.12","1.4518"
"7968","cp","cp","5.12","0.9613"
"7969","dominante","ruling","5.12","1.9445"
"7970","frio","cold","5.12","2.1913"
"7971","x'd","x'd","5.12","1.7454"
"7972","fala","fala","5.12","1.1183"
"7973","rt","rt","5.12","1.2395"
"7974","mate","mate","5.12","2.0666"
"7975","pared","wall","5.12","1.3346"
"7976","dirigentes","leaders","5.12","1.698"
"7977","jue","Thu","5.12","1.698"
"7978","Â","Â","5.12","0.8953"
"7979","ufff","ufff","5.12","1.3944"
"7980","contable","accountant","5.12","1.0999"
"7981","btw","btw","5.12","1.4934"
"7982","quillón","Quillón","5.12","1.2395"
"7983","u","or","5.12","0.6893"
"7984","anteriores","previous","5.12","1.3037"
"7985","ahii","ahii","5.12","1.5602"
"7986","dizer","dizer","5.12","0.773"
"7987","administrativas","administrative","5.12","1.507"
"7988","hny","hny","5.12","1.1542"
"7989","según","by","5.12","1.0029"
"7990","debemos","we","5.12","1.4518"
"7991","adoptado","adopted","5.12","1.599"
"7992","i","i","5.12","0.5938"
"7993","tuvimos","had","5.12","1.5732"
"7994","cacho","chub","5.12","1.023"
"7995","parcialmente","partially","5.1","1.165"
"7996","elecciones","elections","5.1","1.8979"
"7997","radical","radical","5.1","1.9821"
"7998","patrones","patterns","5.1","1.7642"
"7999","palo","stick","5.1","1.4321"
"8000","cuzco","cuzco","5.1","1.7173"
"8001","salazar","salazar","5.1","1.1294"
"8002","eche","take","5.1","0.7626"
"8003","only","only","5.1","1.4743"
"8004","anuncios","ads","5.1","1.6568"
"8005","terminó","ended","5.1","1.9821"
"8006","int","int","5.1","1.0926"
"8007","piedra","stone","5.1","1.0351"
"8008","cu","cu","5.1","1.2817"
"8009","iban","iban","5.1","0.9313"
"8010","obrera","working","5.1","1.4743"
"8011","voi","voi","5.1","1.1294"
"8012","só","só","5.1","0.8144"
"8013","nome","nome","5.1","0.7626"
"8014","l'","l '","5.1","1.0738"
"8015","suelo","soil","5.1","1.2164"
"8016","mk","mk","5.1","0.9742"
"8017","que","that","5.1","0.4629"
"8018","amanha","amanha","5.1","1.0351"
"8019","viejos","aged","5.1","1.632"
"8020","re","re","5.1","1.0351"
"8021","demais","demais","5.1","1.165"
"8022","co","co","5.1","0.5803"
"8023","costes","costs","5.1","1.2817"
"8024","o/","o /","5.1","1.3286"
"8025","fr","fr","5.1","1.0926"
"8026","vem","vem","5.1","0.5803"
"8027","were","were","5.1","1.0351"
"8028","fronteras","borders","5.1","1.7985"
"8029","sino","but","5.1","1.1995"
"8030","dela","dela","5.1","0.7626"
"8031","utilizado","used","5.1","1.1112"
"8032","las","the","5.1","0.6776"
"8033","menéndez","menéndez","5.1","1.1112"
"8034","seguindo","seguindo","5.1","1.2164"
"8035","della","della","5.1","0.8864"
"8036","coronel","colonel","5.1","1.6933"
"8037","tenido","held","5.1","1.1995"
"8038","generales","general","5.1","1.2817"
"8039","¿que","What","5.1","0.9091"
"8040","deberia","should","5.1","1.3286"
"8041","estaban","were","5.1","1.0926"
"8042","der","der","5.1","0.9091"
"8043","candidato","candidate","5.1","1.6933"
"8044","quedando","being","5.1","1.1824"
"8045","rd","rd","5.1","1.1995"
"8046","seria","serious","5.1","1.233"
"8047","trate","question","5.1","1.2657"
"8048","dnd","dnd","5.1","0.953"
"8049","jum","jum","5.08","1.5097"
"8050","presidentes","presidents","5.08","1.7594"
"8051","css","css","5.08","1.1753"
"8052","alguém","alguém","5.08","0.6652"
"8053","xml","xml","5.08","1.1578"
"8054","an","an","5.08","0.5284"
"8055","reglamento","regulation","5.08","1.5232"
"8056","estrada","estrada","5.08","1.1753"
"8057","Álava","Álava","5.08","1.085"
"8058","az","az","5.08","1.2262"
"8059","plana","Flat","5.08","1.1036"
"8060","io","io","5.08","1.085"
"8061","xiv","xiv","5.08","0.8291"
"8062","colonos","settlers","5.08","1.027"
"8063","yn","n","5.08","0.9864"
"8064","federal","federal","5.08","1.7124"
"8065","sant","sant","5.08","0.8291"
"8066","financieros","financial","5.08","1.5497"
"8067","cabrera","cabrera","5.08","1.3223"
"8068","nomas","nomas","5.08","0.9655"
"8069","zombies","zombies","5.08","2.2483"
"8070","ddd","ddd","5.08","1.1925"
"8071","fuesen","were","5.08","1.1578"
"8072","du","du","5.08","0.6952"
"8073","sep","Sep","5.08","1.2095"
"8074","lib","lib","5.08","0.7783"
"8075","sua","sua","5.08","0.9864"
"8076","minhas","minhas","5.08","1.085"
"8077","htt","htt","5.08","1.1036"
"8078","contaba","had","5.08","0.9442"
"8079","viii","viii","5.08","1.1753"
"8080","fuere","whatever","5.08","0.9864"
"8081","g","g","5.08","0.6952"
"8082","sido","been","5.08","1.1036"
"8083","reportar","report","5.08","1.4119"
"8084","ocupan","occupy","5.08","1.1925"
"8085","o_o","o_o","5.08","1.4263"
"8086","nublado","cloudy","5.08","2.0883"
"8087","acabei","acabei","5.08","1.2262"
"8088","ia","ia","5.08","0.8999"
"8089","tuviera","have","5.08","1.3529"
"8090","bordo","board","5.08","0.8769"
"8091","otro","other","5.08","1.2591"
"8092","ht","ht","5.08","0.9864"
"8093","tarot","tarot","5.08","1.771"
"8094","dni","dni","5.08","0.9655"
"8095","também","também","5.08","1.2262"
"8096","teniente","lieutenant","5.08","1.6762"
"8097","ele","ele","5.08","1.0069"
"8098","parar","stop","5.08","1.3068"
"8099","leyes","laws","5.06","1.596"
"8100","tarde","afternoon","5.06","1.6587"
"8101","taba","tobacco","5.06","0.7931"
"8102","faq","faq","5.06","1.0184"
"8103","había","had","5.06","1.2683"
"8104","pda","pda","5.06","1.4486"
"8105","finanzas","finance","5.06","1.8003"
"8106","¿qué","What","5.06","1.1678"
"8107","soviética","Soviet","5.06","1.8996"
"8108","rutina","routine","5.06","2.0244"
"8109","¡que","That","5.06","1.1141"
"8110","bbm","bbm","5.06","1.2022"
"8111","tendria","would have","5.06","1.3614"
"8112","#dakar","# Dakar","5.06","1.3763"
"8113","quillon","quillon","5.06","1.2191"
"8114","pode","prune","5.06","0.8668"
"8115","influjo","influence","5.06","1.4626"
"8116","socialistas","Socialists","5.06","1.878"
"8117","soria","soria","5.06","1.1141"
"8118","ordenó","ordered","5.06","1.2521"
"8119","revolución","revolution","5.06","2.1984"
"8120","hong","hong","5.06","0.9564"
"8121","são","SAO","5.06","1.2022"
"8122","precio","price","5.06","1.0956"
"8123","terceros","third","5.06","1.2683"
"8124","viu","viu","5.06","1.2357"
"8125","formulario","form","5.06","1.2843"
"8126","prod","prod","5.06","1.3311"
"8127","quase","quase","5.06","1.0768"
"8128","molina","molina","5.06","1.1678"
"8129","vai","vai","5.06","1.2521"
"8130","ficar","fy","5.06","1.1141"
"8131","monster","monster","5.06","1.9837"
"8132","aí","aí","5.06","1.1851"
"8133","vbulletin","vbulletin","5.06","1.2022"
"8134","clínica","clinic","5.06","1.4902"
"8135","estou","estou","5.06","0.8184"
"8136","baleares","Balearics","5.06","1.5308"
"8137","porqué","why","5.06","1.1502"
"8138","esp","esp","5.06","0.9775"
"8139","convento","convent","5.06","1.6088"
"8140","ref","Inventory","5.06","0.6518"
"8141","nic","Lunches","5.06","1.1851"
"8142","demasiado","too","5.06","1.9316"
"8143","espaldas","back","5.06","1.4902"
"8144","sustancias","substances","5.06","1.2022"
"8145","mina","mine","5.06","2.0042"
"8146","crei","I thought","5.06","1.6214"
"8147","secretos","secrets","5.04","1.8948"
"8148","salga","out","5.04","1.1421"
"8149","guipúzcoa","Guipúzcoa","5.04","1.1058"
"8150","coyuntura","juncture","5.04","1.1773"
"8151","default","default","5.04","0.9467"
"8152","sei","sei","5.04","1.0294"
"8153","quer","quer","5.04","1.1945"
"8154","inventario","inventory","5.04","1.428"
"8155","multitud","crowd","5.04","1.6408"
"8156","baje","down","5.04","1.1599"
"8157","mui","mui","5.04","1.3395"
"8158","impacto","impact","5.04","1.6655"
"8159","asta","pole","5.04","1.0294"
"8160","agentes","agents","5.04","1.428"
"8161","chamo","dude","5.04","1.3547"
"8162","vicepresidente","vice-president","5.04","1.7257"
"8163","sho","sho","5.04","0.9467"
"8164","muita","muita","5.04","1.0872"
"8165","velasco","velasco","5.04","1.1421"
"8166","retiro","retirement","5.04","1.7257"
"8167","hab","hab","5.04","0.9467"
"8168","ourense","ourense","5.04","1.0093"
"8169","#teamfollowback","# Teamfollowback","5.04","1.5774"
"8170","ltd","ltd","5.04","1.0093"
"8171","mudanzas","removals","5.04","1.7492"
"8172","olha","olha","5.04","1.2282"
"8173","condiciones","terms","5.04","1.428"
"8174","plazos","deadlines","5.04","1.5248"
"8175","precios","Prices","5.04","1.5381"
"8176","anio","anions","5.04","1.1599"
"8177","tudo","tudo","5.04","0.9467"
"8178","gmt","gmt","5.04","0.9467"
"8179","posso","posso","5.04","1.1599"
"8180","coma","coma","5.04","1.5248"
"8181","dietas","subsistence","5.04","1.9268"
"8182","td","td","5.04","1.293"
"8183","ne","ne","5.04","0.533"
"8184","territorial","territorial","5.04","1.0093"
"8185","hostia","host","5.04","2.0698"
"8186","leandro","leandro","5.04","1.049"
"8187","reformas","reforms","5.02","1.6597"
"8188","deberían","should","5.02","1.4497"
"8189","ela","ela","5.02","1.1337"
"8190","emisión","emission","5.02","1.3323"
"8191","supuesto","supposed","5.02","1.4068"
"8192","echar","cast","5.02","1.1516"
"8193","exigir","demand","5.02","1.8789"
"8194","supuestos","assumptions","5.02","1.2036"
"8195","policía","police","5.02","1.7899"
"8196","cf","cf","5.02","0.9366"
"8197","reporte","report","5.02","1.3923"
"8198","ostia","ostia","5.02","1.7319"
"8199","rep","rep","5.02","1.1156"
"8200","gb","gb","5.02","1.2204"
"8201","acaba","just","5.02","1.5185"
"8202","lu","lu","5.02","1.4497"
"8203","existían","there","5.02","1.7437"
"8204","hoje","hoje","5.02","0.8449"
"8205","sou","sou","5.02","1.0971"
"8206","nas","nas","5.02","0.9792"
"8207","tw","tw","5.02","0.9792"
"8208","luego","then","5.02","1.3775"
"8209","deberian","should","5.02","1.4213"
"8210","tot","tot","5.02","0.8687"
"8211","deberes","homework","5.02","1.6224"
"8212","wn","wn","5.02","1.1337"
"8213","laa","laa","5.02","1.02"
"8214","s","s","5.02","0.5147"
"8215","falar","falar","5.02","1.2534"
"8216","sair","sair","5.02","1.1156"
"8217","breaking","breaking","5.02","1.8897"
"8218","mean","mean","5.02","1.3013"
"8219","provocar","provoke","5.02","1.6841"
"8220","furl","furl","5.02","0.8449"
"8221","¿de","Did","5.02","0.6224"
"8222","tenes","you got","5.02","1.1337"
"8223","vot","vot","5.02","0.9581"
"8224","locos","crazy","5.02","1.7899"
"8225","los","the","5","0.6999"
